user_id,total_amount,number_transactions,avg_amount
user_1012,10899.95,189,57.671693121693124
user_10120,182.22999999999996,12,15.18583333333333
user_10121,10.0,1,10.0
user_10122,203.5,4,50.875
user_10123,1887.3199999999997,19,99.33263157894736
user_10124,14.399999999999999,5,2.88
user_10125,2081.3299999999995,84,24.77773809523809
user_10126,1185.9200000000003,47,25.23234042553192
user_10127,8634.83,127,67.9907874015748
user_10128,8.51,1,8.51
user_10129,1438.4200000000008,177,8.12666666666667
user_1013,15376.269999999997,425,36.1794588235294
user_10130,2308.4,89,25.937078651685393
user_10131,1346.9600000000003,36,37.415555555555564
user_10132,3517.85,41,85.80121951219512
user_10133,10513.730000000003,202,52.0481683168317
user_10134,6596.359999999998,209,31.561531100478458
user_10135,21801.96,143,152.46125874125875
user_10136,7.75,3,2.5833333333333335
user_10137,491.90999999999997,9,54.656666666666666
user_10138,7174.920000000002,60,119.58200000000004
user_10139,67.23,1,67.23
user_1014,788.2599999999999,43,18.331627906976742
user_10140,62.91000000000001,8,7.863750000000001
user_10142,8.569999999999999,4,2.1424999999999996
user_10143,3296.1300000000015,52,63.38711538461541
user_10144,18016.759999999987,600,30.027933333333312
user_10145,16263.029999999993,175,92.93159999999996
user_10146,7469.110000000004,168,44.45898809523812
user_10147,9478.500000000016,606,15.641089108910919
user_10148,7369.590000000002,131,56.256412213740475
user_1015,273.66,7,39.09428571428572
user_10150,10286.869999999999,170,60.510999999999996
user_10152,31735.909999999967,876,36.22820776255704
user_10153,1017.7599999999998,24,42.40666666666666
user_10154,1580.400000000001,128,12.346875000000008
user_10155,240.84,18,13.38
user_10156,2143.76,125,17.150080000000003
user_10157,5979.209999999999,209,28.608660287081335
user_10158,224.97,5,44.994
user_10159,8.51,1,8.51
user_10160,1475.8500000000001,41,35.99634146341464
user_10161,4142.840000000002,179,23.144357541899453
user_10162,3896.5500000000006,41,95.0378048780488
user_10163,3987.100000000001,174,22.914367816091957
user_10164,345.53000000000003,3,115.17666666666668
user_10165,34.04,2,17.02
user_10166,4622.280000000001,60,77.03800000000001
user_10167,5186.549999999999,443,11.707787810383746
user_10169,519.15,3,173.04999999999998
user_1017,141124.40000000008,201,702.11144278607
user_10170,58528.16999999999,19,3080.4299999999994
user_10171,13580.97,53,256.24471698113206
user_10172,9228.140000000003,101,91.36772277227726
user_10173,8732.099999999995,354,24.666949152542358
user_10174,4145.280000000001,48,86.36000000000001
user_10175,20215.790000000005,234,86.39226495726497
user_10176,37686.970000000016,432,87.23835648148152
user_10177,7030.369999999999,117,60.08863247863247
user_10178,666.3000000000001,10,66.63000000000001
user_10179,3352.540000000002,75,44.700533333333354
user_1018,9.92,1,9.92
user_10180,2355.0800000000004,96,24.532083333333336
user_10181,39.72,1,39.72
user_10182,3636.9200000000033,95,38.283368421052664
user_10183,2875.499999999999,241,11.93153526970954
user_10184,5929.21,3,1976.4033333333334
user_10185,325.5,35,9.3
user_10186,7833.84,61,128.42360655737704
user_10187,15.6,6,2.6
user_10188,2378.39,29,82.01344827586206
user_10189,679.2700000000001,25,27.170800000000003
user_1019,7.96,2,3.98
user_10190,34.84,13,2.68
user_10191,3080.29,44,70.0065909090909
user_10192,2905.4800000000005,21,138.3561904761905
user_10193,481.82000000000005,43,11.205116279069768
user_10194,2624.3900000000003,29,90.49620689655174
user_10195,13841.90000000003,583,23.742538593482042
user_10196,52864.729999999785,1755,30.122353276353152
user_10197,14.19,11,1.29
user_10198,130.95,39,3.3576923076923073
user_10199,681.9500000000002,11,61.99545454545456
user_102,474.4700000000001,43,11.03418604651163
user_1020,2071.7699999999995,65,31.87338461538461
user_10200,288.87,6,48.145
user_10201,4149.7,303,13.695379537953794
user_10202,102.12,2,51.06
user_10203,134.83999999999997,20,6.741999999999999
user_10204,492.10999999999996,12,41.009166666666665
user_10205,28.799999999999997,4,7.199999999999999
user_10206,1767.79,7,252.54142857142855
user_10207,13500.009999999997,102,132.35303921568624
user_10208,1846.5800000000002,20,92.32900000000001
user_10209,14287.199999999999,289,49.436678200692036
user_1021,12110.859999999988,223,54.30878923766811
user_10210,3655.94,33,110.7860606060606
user_10211,11301.040000000005,438,25.80146118721462
user_10212,923.89,66,13.998333333333333
user_10213,5766.700000000003,269,21.437546468401496
user_10214,17177.840000000007,57,301.36561403508784
user_10215,2473.6999999999994,32,77.30312499999998
user_10216,453.14,28,16.18357142857143
user_10217,5392.830000000001,190,28.383315789473688
user_10218,307.00999999999993,27,11.370740740740738
user_10219,13905.87000000001,371,37.482129380053934
user_1022,2152.4900000000002,98,21.96418367346939
user_10220,85950.64999999995,117,734.6209401709398
user_10221,10.0,1,10.0
user_10222,8.72,1,8.72
user_10223,17.02,3,5.673333333333333
user_10224,8910.619999999995,214,41.63841121495325
user_10226,5951.550000000023,487,12.22084188911709
user_10227,2529.4200000000014,91,27.79582417582419
user_10228,12692.820000000009,438,28.97904109589043
user_10229,284.1,9,31.56666666666667
user_1023,10790.500000000005,318,33.93238993710693
user_10230,214.47,4,53.6175
user_10231,15948.140000000018,652,24.46033742331291
user_10232,1378.7299999999998,90,15.31922222222222
user_10233,429.39000000000004,9,47.71000000000001
user_10234,251.07,3,83.69
user_10235,5676.8200000000015,74,76.71378378378381
user_10236,2724.350000000001,89,30.61067415730338
user_10237,347.53999999999996,8,43.442499999999995
user_10238,2772.5499999999993,99,28.00555555555555
user_10239,1104.6,8,138.075
user_1024,4117.219999999999,94,43.80021276595744
user_10240,4307.039999999996,327,13.17137614678898
user_10241,15705.560000000029,911,17.239912184412766
user_10242,1733.8700000000001,60,28.897833333333335
user_10243,2201.1399999999994,138,15.950289855072459
user_10244,5860.050000000001,82,71.46402439024392
user_10245,4734.130000000002,17,278.4782352941178
user_10246,6214.3200000000015,58,107.1434482758621
user_10247,419.99999999999994,14,29.999999999999996
user_10248,3160.2400000000016,72,43.892222222222244
user_10249,904.64,31,29.181935483870966
user_1025,13778.800000000034,569,24.215817223198652
user_10250,183.99,4,45.9975
user_10251,293.80999999999995,5,58.761999999999986
user_10252,1612.3500000000001,37,43.57702702702703
user_10253,10.0,1,10.0
user_10254,4313.94,73,59.09506849315068
user_10255,3807.39,80,47.592375
user_10256,4287.780000000001,24,178.65750000000003
user_10257,60.61,14,4.329285714285715
user_10258,5178.630000000001,62,83.52629032258066
user_10259,3750.369999999998,344,10.902238372093018
user_1026,748.5,14,53.464285714285715
user_10260,64.59,5,12.918000000000001
user_10261,3367.02,96,35.073125
user_10262,366.56,17,21.56235294117647
user_10263,100.0,2,50.0
user_10264,16.4,2,8.2
user_10265,1888.0099999999998,89,21.213595505617974
user_10266,1447.54,32,45.235625
user_10267,3634.6200000000003,38,95.64789473684212
user_10268,37162.37000000002,347,107.09616714697411
user_10269,4746.7000000000035,204,23.268137254901976
user_1027,14291.3,184,77.67010869565217
user_10270,65.87,10,6.587000000000001
user_10271,426.75000000000006,48,8.890625000000002
user_10272,34738.6500000001,1100,31.580590909091004
user_10273,605.0699999999999,35,17.287714285714284
user_10274,339.9200000000001,35,9.712000000000002
user_10275,25906.140000000003,441,58.74408163265307
user_10276,24065.000000000007,132,182.31060606060612
user_10277,1928.599999999998,153,12.605228758169922
user_10278,29468.390000000032,362,81.40439226519347
user_10279,8.68,3,2.893333333333333
user_1028,8896.100000000011,227,39.18986784140974
user_10280,53.95,7,7.707142857142857
user_10281,1775.7299999999998,30,59.190999999999995
user_10282,11356.510000000004,64,177.44546875000006
user_10283,6816.370000000004,129,52.84007751937988
user_10284,4957.78,536,9.249589552238806
user_10285,4095.2600000000025,77,53.18519480519484
user_10287,8866.550000000012,347,25.552017291066317
user_10288,90.07,6,15.011666666666665
user_1029,5111.2999999999965,460,11.111521739130428
user_10290,185.07000000000002,22,8.412272727272729
user_10291,30.819999999999997,4,7.704999999999999
user_10292,17745.77000000001,271,65.4825461254613
user_10293,33969.5,146,232.66780821917808
user_10294,93446.88000000003,63,1483.28380952381
user_10295,1.0,1,1.0
user_10296,9515.91,22,432.54136363636366
user_10297,157.66,8,19.7075
user_10298,118098.78999999996,102,1157.8312745098035
user_10299,6654.290000000001,37,179.8456756756757
user_103,2024.9299999999998,24,84.37208333333332
user_1030,1828.56,90,20.317333333333334
user_10300,710.67,22,32.30318181818182
user_10301,81.08000000000001,11,7.370909090909092
user_10302,3969.25,58,68.4353448275862
user_10303,15376.720000000001,22,698.9418181818182
user_10304,3936.94,73,53.93068493150685
user_10305,25.53,1,25.53
user_10306,1503.5699999999997,42,35.79928571428571
user_10307,503.05000000000007,32,15.720312500000002
user_10308,5832.450000000002,78,74.77500000000002
user_10309,8814.840000000002,110,80.1349090909091
user_1031,883.21,18,49.06722222222223
user_10310,3547.870000000003,69,51.41840579710149
user_10311,848.48,27,31.425185185185185
user_10312,8.51,1,8.51
user_10313,444.19,35,12.691142857142857
user_10315,122.14000000000001,13,9.395384615384616
user_10316,3872.010000000001,176,22.000056818181825
user_10317,46717.509999999995,120,389.3125833333333
user_10319,3494.4699999999993,88,39.70988636363636
user_1032,3986.0600000000004,27,147.63185185185188
user_10320,11252.890000000047,624,18.03347756410264
user_10321,1843.69,19,97.03631578947369
user_10322,12742.280000000006,137,93.00934306569347
user_10323,198280.9000000001,80,2478.5112500000014
user_10324,30.0,2,15.0
user_10325,13082.989999999996,116,112.7843965517241
user_10326,1084.17,44,24.640227272727273
user_10327,2772.7000000000003,60,46.21166666666667
user_10328,17.02,2,8.51
user_10329,19.9,2,9.95
user_1033,3197.79,54,59.218333333333334
user_10330,6514.75,148,44.01858108108108
user_10331,7.74,6,1.29
user_10332,2256.4100000000003,29,77.80724137931036
user_10333,373.84999999999997,15,24.923333333333332
user_10334,8.51,1,8.51
user_10335,3775.4900000000034,183,20.63109289617488
user_10336,10536.58,147,71.6774149659864
user_10337,2315.52,75,30.8736
user_10339,1173.3900000000006,136,8.627867647058828
user_1034,725.46,7,103.63714285714286
user_10340,19618.90000000001,302,64.96324503311261
user_10341,6518.179999999999,16,407.38624999999996
user_10342,1911.3899999999999,38,50.29973684210526
user_10343,330.0,16,20.625
user_10344,506.49,25,20.2596
user_10345,10778.26000000003,266,40.51977443609034
user_10347,16671.769999999997,145,114.977724137931
user_10348,474.98999999999995,6,79.16499999999999
user_10349,3023.5600000000004,68,44.46411764705883
user_1035,705.3000000000002,38,18.560526315789478
user_10350,9602.830000000027,482,19.922883817427444
user_10351,8043.55,459,17.524074074074075
user_10352,16.59,3,5.53
user_10353,12665.520000000004,295,42.93396610169493
user_10354,1881.7299999999996,70,26.881857142857136
user_10355,34.04,4,8.51
user_10356,6788.930000000001,150,45.259533333333344
user_10357,714.46,48,14.884583333333333
user_10358,3189.7,56,56.958928571428565
user_10359,874.2999999999998,62,14.101612903225805
user_1036,37.33,2,18.665
user_10360,14.99,2,7.495
user_10361,2939.6400000000003,66,44.540000000000006
user_10362,1350.71,44,30.697954545454547
user_10363,8552.840000000015,355,24.092507042253562
user_10365,731.92,3,243.97333333333333
user_10366,15757.019999999997,41,384.3175609756097
user_10367,51362.30000000001,65,790.1892307692309
user_10368,1668.07,18,92.67055555555555
user_10369,1492.91,27,55.29296296296297
user_1037,8.51,1,8.51
user_10370,4543.8899999999985,297,15.299292929292925
user_10371,1516.6300000000003,40,37.91575000000001
user_10373,327.46,18,18.19222222222222
user_10374,5698.0700000000015,164,34.744329268292695
user_10375,12525.86,83,150.91397590361447
user_10376,5035.390000000001,90,55.94877777777779
user_10377,2009.66,12,167.47166666666666
user_10378,3534.5700000000006,75,47.12760000000001
user_10379,3.98,1,3.98
user_1038,696.08,30,23.20266666666667
user_10380,3971.2300000000014,64,62.05046875000002
user_10381,29088.010000000002,721,40.343980582524274
user_10382,1337.5,18,74.30555555555556
user_10383,3807.47,47,81.00999999999999
user_10385,4.93,3,1.6433333333333333
user_10386,3565.7600000000075,113,31.555398230088564
user_10387,73817.38999999997,345,213.96344927536222
user_10388,379.35,12,31.6125
user_10389,1114.2100000000003,16,69.63812500000002
user_1039,9.92,1,9.92
user_10391,5350.290000000001,54,99.07944444444446
user_10392,290.53,11,26.41181818181818
user_10393,3011.34,30,100.378
user_10394,798.27,12,66.5225
user_10395,3988.829999999999,270,14.77344444444444
user_10396,472.28999999999996,12,39.357499999999995
user_10397,1245.7899999999995,91,13.689999999999994
user_10398,7380.290000000004,227,32.51229074889869
user_10399,3692.950000000001,91,40.58186813186814
user_104,3288.89,15,219.25933333333333
user_10400,359.16,11,32.650909090909096
user_10402,3222.4300000000017,86,37.470116279069785
user_10403,890.5200000000001,49,18.17387755102041
user_10404,6509.829999999998,156,41.729679487179475
user_10405,19047.759999999973,758,25.128970976253264
user_10406,2399.890000000001,174,13.792471264367821
user_10407,101.09,13,7.776153846153846
user_10408,334.5399999999999,33,10.137575757575755
user_10409,5321.720000000002,22,241.89636363636373
user_1041,9767.089999999984,224,43.60308035714279
user_10410,5344.760000000002,83,64.39469879518074
user_10411,3421.7599999999993,35,97.76457142857141
user_10412,48.480000000000004,7,6.925714285714286
user_10413,14.99,2,7.495
user_10414,271.18,17,15.951764705882354
user_10415,10039.12,79,127.0774683544304
user_10416,6781.03,80,84.762875
user_10417,3954.5,50,79.09
user_10418,379.13999999999993,10,37.913999999999994
user_10419,2676.0900000000006,94,28.469042553191496
user_1042,2070.4699999999993,111,18.652882882882878
user_10420,597.7199999999999,9,66.41333333333333
user_10421,240.55,16,15.034375
user_10422,68656.51999999996,402,170.7873631840795
user_10423,1537.54,28,54.912142857142854
user_10424,32.72,3,10.906666666666666
user_10425,11487.670000000006,582,19.738264604811008
user_10426,679.9799999999998,55,12.363272727272724
user_10427,4270.81,62,68.88403225806452
user_10428,30490.339999999975,1165,26.17196566523603
user_10429,8.51,1,8.51
user_1043,47.910000000000004,18,2.661666666666667
user_10430,36000.060000000005,85,423.5301176470589
user_10431,2161.42,26,83.13153846153847
user_10432,753.1200000000001,196,3.8424489795918375
user_10433,13678.910000000002,385,35.52963636363637
user_10434,82.28999999999999,4,20.572499999999998
user_10435,1177.7300000000005,36,32.714722222222235
user_10436,30816.98999999999,141,218.56021276595737
user_10437,3765.990000000001,93,40.49451612903227
user_10438,9341.320000000003,57,163.8828070175439
user_10439,815.3399999999999,5,163.06799999999998
user_1044,1065.27,49,21.74020408163265
user_10440,12695.17,115,110.39278260869565
user_10441,3797.1999999999994,48,79.10833333333332
user_10443,9780.12000000001,227,43.08422907488991
user_10444,2527.7499999999995,7,361.1071428571428
user_10445,40317.219999999994,184,219.1153260869565
user_10446,2312.26,102,22.669215686274512
user_10447,1877.34,39,48.136923076923075
user_10448,1758.599999999999,61,28.829508196721296
user_10449,1850.7700000000004,44,42.06295454545455
user_1045,5833.170000000001,129,45.21837209302326
user_10450,100.6,5,20.119999999999997
user_10451,6086.81,249,24.445020080321285
user_10452,1870.9,54,34.6462962962963
user_10453,6597.230000000001,68,97.01808823529414
user_10454,384204.19,262,1466.4282061068702
user_10455,33.440000000000005,10,3.3440000000000003
user_10456,1763.8599999999997,39,45.22717948717948
user_10457,4720.560000000005,121,39.01289256198351
user_10458,884.0100000000002,36,24.55583333333334
user_10459,3134.0800000000004,153,20.48418300653595
user_1046,2859.12,38,75.24
user_10460,329.05,17,19.355882352941176
user_10461,5965.799999999998,280,21.306428571428565
user_10462,20183.049999999996,256,78.84003906249998
user_10463,20.15,2,10.075
user_10465,6952.219999999997,166,41.88084337349395
user_10466,1340.3600000000001,14,95.74000000000001
user_10467,967.83,5,193.566
user_10468,20203.549999999985,83,243.4162650602408
user_10469,13.61,2,6.805
user_1047,3125.64,35,89.304
user_10470,1369.1499999999999,14,97.79642857142856
user_10471,2995.16,19,157.64
user_10472,3188.22,29,109.93862068965517
user_10473,15.340000000000002,6,2.556666666666667
user_10474,436.76,3,145.58666666666667
user_10475,6277.050000000007,172,36.49447674418609
user_10476,62784.450000000004,67,937.0813432835821
user_10477,6262.290000000003,131,47.80374045801529
user_10478,798.99,10,79.899
user_10479,27.259999999999998,4,6.8149999999999995
user_1048,2556.7799999999993,95,26.91347368421052
user_10480,1371.0799999999997,25,54.84319999999999
user_10481,14479.009999999997,128,113.11726562499997
user_10482,75.46999999999998,16,4.716874999999999
user_10483,3652.279999999999,106,34.45547169811319
user_10484,7661.849999999999,63,121.61666666666666
user_10485,3.98,1,3.98
user_10486,247.70999999999995,22,11.259545454545453
user_10487,71.4,5,14.280000000000001
user_10489,96.0,2,48.0
user_1049,13.61,2,6.805
user_10490,881.4899999999999,10,88.14899999999999
user_10491,34.04,3,11.346666666666666
user_10492,2386.5100000000007,59,40.44932203389832
user_10493,20.0,2,10.0
user_10494,4686.15,283,16.55883392226148
user_10495,7925.200000000002,115,68.91478260869566
user_10496,11239.750000000013,439,25.603075170842853
user_10497,54.92999999999999,18,3.0516666666666663
user_10498,5915.480000000001,134,44.145373134328366
user_10499,1549.24,18,86.06888888888889
user_105,3.98,1,3.98
user_1050,12602.74000000001,419,30.078138424821027
user_10500,5473.310000000001,12,456.1091666666668
user_10501,2685.8600000000006,55,48.833818181818195
user_10502,3326.34,72,46.19916666666667
user_10504,1881.5800000000002,23,81.80782608695652
user_10505,5.97,2,2.985
user_10506,8617.010000000004,208,41.427932692307714
user_10507,255.32,2,127.66
user_10508,8563.810000000003,330,25.950939393939404
user_10509,412.0799999999999,17,24.239999999999995
user_1051,40.0,2,20.0
user_10510,11074.139999999998,59,187.69728813559317
user_10511,255.32,2,127.66
user_10512,39800.979999999945,314,126.754713375796
user_10513,17862.120000000017,603,29.622089552238833
user_10514,5469.58,14,390.6842857142857
user_10515,6017.940000000002,31,194.12709677419363
user_10516,266.54,13,20.503076923076925
user_10517,1425.6100000000001,81,17.600123456790126
user_10518,49.949999999999996,8,6.2437499999999995
user_1052,17018.210000000017,941,18.085239107332644
user_10520,3.98,1,3.98
user_10521,692.3000000000001,43,16.1
user_10522,20.0,2,10.0
user_10523,17483.24,89,196.4408988764045
user_10524,802.6999999999999,13,61.74615384615384
user_10525,273.9800000000001,19,14.420000000000003
user_10526,1174.9999999999995,94,12.499999999999995
user_10527,10.0,1,10.0
user_10528,10.0,1,10.0
user_10529,2620.93,38,68.97184210526315
user_1053,1905.390000000001,90,21.17100000000001
user_10530,8916.47000000006,1020,8.741637254902018
user_10531,33676.18000000003,272,123.80948529411775
user_10532,2174.2000000000003,94,23.129787234042556
user_10533,461.90000000000003,12,38.49166666666667
user_10534,10886.010000000006,638,17.06271159874609
user_10535,8.95,1,8.95
user_10536,430.66999999999996,14,30.762142857142855
user_10537,56.559999999999995,11,5.141818181818182
user_10538,797.4799999999998,23,34.67304347826086
user_10539,46919.97999999989,499,94.0280160320639
user_1054,829.7099999999998,79,10.502658227848098
user_10541,1339.46,56,23.918928571428573
user_10542,1874.7999999999993,69,27.171014492753613
user_10543,112.27000000000007,35,3.2077142857142875
user_10546,1554.1800000000017,186,8.355806451612912
user_10547,1752.8899999999994,93,18.848279569892465
user_10548,16606.399999999998,607,27.358154859967048
user_10549,374.67999999999995,19,19.72
user_1055,21.28,1,21.28
user_10550,812.6,8,101.575
user_10551,789.31,61,12.939508196721311
user_10552,5814.670000000003,199,29.21944723618092
user_10553,10984.089999999998,45,244.09088888888886
user_10554,758.5600000000001,22,34.480000000000004
user_10555,4823.000000000001,187,25.791443850267385
user_10556,39978.42000000013,1852,21.586619870410438
user_10557,8201.49,82,100.01817073170731
user_10558,18759.349999999995,369,50.83834688346882
user_10559,985.2700000000001,13,75.79
user_1056,4794.989999999999,196,24.464234693877547
user_10560,104.69,9,11.632222222222222
user_10561,16201.679999999998,314,51.59770700636942
user_10562,139.63,12,11.635833333333332
user_10563,249.64999999999995,34,7.342647058823528
user_10564,39.99,4,9.9975
user_10565,1436.5399999999988,153,9.389150326797377
user_10566,14257.429999999993,175,81.47102857142853
user_10567,354.04,14,25.28857142857143
user_10568,734.04,3,244.67999999999998
user_10569,25972.4,173,150.12947976878613
user_1057,8763.119999999995,136,64.4347058823529
user_10570,1194.21,80,14.927625
user_10571,5475.670000000002,131,41.7990076335878
user_10572,76.6,1,76.6
user_10573,1562.75,15,104.18333333333334
user_10574,2882.3400000000024,83,34.72698795180726
user_10575,1142.9800000000002,68,16.80852941176471
user_10576,1857.44,35,53.06971428571429
user_10577,1020.46,25,40.818400000000004
user_10578,849.31,46,18.463260869565215
user_10579,7639.150000000002,100,76.39150000000002
user_1058,5821.170000000001,161,36.156335403726715
user_10580,10370.820000000027,882,11.758299319727922
user_10581,1515.9700000000003,26,58.30653846153847
user_10582,31.859999999999992,7,4.551428571428571
user_10583,3179.209999999999,44,72.25477272727271
user_10584,3277.72,78,42.02205128205128
user_10586,6011.360000000001,56,107.3457142857143
user_10587,95813.57,69,1388.602463768116
user_10588,99.99000000000001,5,19.998
user_10589,8191.56,29,282.46758620689656
user_1059,608.62,9,67.62444444444445
user_10590,6878.900000000001,69,99.69420289855073
user_10591,795.49,8,99.43625
user_10592,85515.50000000001,19,4500.815789473685
user_10593,857.9699999999998,89,9.64011235955056
user_10594,4856.469999999999,55,88.29945454545454
user_10595,10.0,1,10.0
user_10596,907.85,40,22.69625
user_10597,908.8499999999999,25,36.354
user_10598,10114.929999999998,123,82.2352032520325
user_10599,116082.65000000004,87,1334.2833333333338
user_106,3464.8700000000003,118,29.363305084745765
user_1060,7679.220000000021,535,14.353682242990693
user_10600,3738.5499999999984,77,48.55259740259738
user_10601,18.72,4,4.68
user_10602,3344.500000000002,22,152.02272727272737
user_10603,8933.880000000017,480,18.612250000000035
user_10604,188.07999999999998,6,31.346666666666664
user_10605,1486.0100000000002,38,39.10552631578948
user_10606,54.99,2,27.495
user_10607,35310.14999999988,624,56.58677884615365
user_10608,617.07,66,9.349545454545455
user_10609,2834.299999999999,58,48.86724137931032
user_1061,689.64,7,98.52
user_10610,4967.4400000000005,209,23.767655502392348
user_10611,1970.5899999999997,35,56.30257142857142
user_10612,7798.720000000009,364,21.42505494505497
user_10613,8749.759999999995,478,18.304937238493714
user_10614,10729.790000000025,539,19.906846011131773
user_10615,4897.940000000002,174,28.14908045977013
user_10616,10.35,5,2.07
user_10617,197.88,5,39.576
user_10618,1136.5399999999997,83,13.69325301204819
user_10619,38.24,7,5.4628571428571435
