user_id,total_amount,number_transactions,avg_amount,first_transaction,last_transaction,transaction_period
user_10011,5207.750000000002,119,43.76260504201682,2018-11-14 18:12:21.246790,2019-05-09 10:41:53.646790,175.5
user_10012,56.45,3,18.816666666666666,2018-07-28 23:24:03.252959,2018-08-11 07:14:37.834959,13.5
user_10013,181.88,3,60.626666666666665,2018-12-03 16:14:15.821905,2019-01-22 16:46:18.591905,50.5
user_10014,3190.2299999999977,189,16.879523809523796,2018-05-24 18:04:19.697442,2018-11-01 18:06:01.805442,161.5
user_10015,969.4799999999998,31,31.273548387096767,2018-09-04 09:55:07.329035,2019-03-13 08:54:23.413035,189.5
user_10016,499.5999999999999,36,13.877777777777775,2019-02-13 22:07:29.131424,2019-05-06 21:42:45.427424,81.5
user_10017,20.0,2,10.0,2018-12-10 09:57:42.137852,2018-12-18 14:53:21.663852,8.5
user_10019,46360.79999999999,260,178.31076923076918,2018-07-18 11:00:17.903553,2019-05-05 10:57:56.524553,290.5
user_1002,798.8300000000002,82,9.741829268292685,2018-11-30 14:20:52.369832,2019-05-10 07:34:25.658832,160.5
user_10020,19.88,2,9.94,2018-08-23 11:13:51.461684,2018-09-17 12:02:54.830684,25.5
user_10021,57.28,4,14.32,2018-12-15 11:35:04.127219,2019-05-05 14:24:04.341219,141.5
user_10022,5757.730000000001,219,26.291004566210052,2018-03-31 22:51:40.792260,2019-05-08 10:06:07.164260,402.5
user_10023,8175.700000000001,54,151.40185185185186,2018-03-04 09:41:41.260125,2018-06-14 01:19:01.629125,101.5
user_10024,2744.13,30,91.471,2018-09-21 10:23:13.879069,2019-05-07 07:09:17.032069,227.5
user_10026,1446.6000000000006,102,14.182352941176477,2018-07-21 06:13:09.755314,2019-04-30 03:59:39.134314,282.5
user_10027,1605.7299999999998,73,21.996301369863012,2018-08-07 21:16:31.857808,2019-05-09 07:35:26.139808,274.5
user_10028,4.72,2,2.36,2018-07-01 12:32:53.280320,2018-07-20 12:38:51.012320,19.5
user_10029,231.75,6,38.625,2018-10-19 10:48:35.185671,2019-03-07 20:42:43.006671,139.5
user_1003,726.0,74,9.81081081081081,2018-02-17 21:46:30.264702,2019-04-10 03:23:29.949702,416.5
user_10030,26482.499999999996,425,62.31176470588235,2018-07-28 00:33:29.635042,2019-05-11 05:55:17.127042,287.5
user_10031,9.79,2,4.895,2019-04-08 18:25:04.154064,2019-04-08 18:29:17.730064,0.5
user_10032,548.86,40,13.7215,2018-03-08 01:15:10.374718,2018-08-10 20:55:43.596718,155.5
user_10033,93947.39999999998,25,3757.8959999999993,2018-07-19 08:09:42.521892,2019-05-03 04:54:52.727892,287.5
user_10034,518.0,9,57.55555555555556,2018-11-20 04:21:13.004199,2018-11-30 08:09:08.817199,10.5
user_10035,2860.23,26,110.00884615384615,2018-03-07 16:38:02.468715,2019-04-11 04:08:37.953715,399.5
user_10036,6821.999999999999,142,48.04225352112675,2018-04-01 17:23:01.707630,2019-04-19 19:17:45.595630,383.5
user_10037,14.99,2,7.495,2018-08-17 16:38:01.296921,2018-08-17 16:44:03.622921,0.5
user_10038,15.88,2,7.94,2018-10-06 14:05:58.721641,2018-12-09 05:17:17.422641,63.5
user_1004,7.82,4,1.955,2019-05-05 18:35:09.930362,2019-05-05 19:44:17.840362,0.5
user_10040,631.33,23,27.44913043478261,2018-03-06 19:31:27.616615,2018-10-04 16:30:14.107615,211.5
user_10041,1163.8899999999999,19,61.257368421052625,2018-03-11 06:43:22.771581,2019-01-02 03:47:09.365581,296.5
user_10042,254.21999999999994,9,28.24666666666666,2018-09-21 18:03:30.926739,2018-10-10 22:36:03.139739,19.5
user_10043,23994.44,161,149.03378881987578,2018-02-10 05:17:57.022983,2019-05-01 12:30:22.672983,445.5
user_10044,147.96,8,18.495,2019-02-09 02:03:44.423755,2019-05-10 00:58:04.653755,89.5
user_10045,296.56,11,26.96,2019-01-27 11:00:02.092731,2019-05-11 00:36:49.609731,103.5
user_10046,92.49,11,8.408181818181818,2018-07-25 23:27:34.746280,2019-03-19 02:10:14.990280,236.5
user_10047,4252.35,56,75.93482142857144,2018-05-10 09:59:41.774445,2019-04-22 22:53:09.482445,347.5
user_10048,3576.8999999999996,26,137.5730769230769,2018-10-26 17:24:04.406009,2019-05-06 03:46:55.071009,191.5
user_10049,3040.060000000001,185,16.43275675675676,2018-04-29 05:24:53.999175,2019-05-11 08:53:05.326175,377.5
user_1005,646.7800000000001,13,49.752307692307696,2018-08-31 08:04:04.559458,2019-04-13 06:42:08.433458,224.5
user_10050,3117.0099999999998,46,67.76108695652174,2018-10-16 00:56:45.672894,2019-04-21 01:25:07.708894,187.5
user_10051,7908.6000000000295,621,12.73526570048314,2018-05-29 23:52:26.656363,2019-05-10 12:39:44.888363,345.5
user_10052,1732.8100000000002,28,61.886071428571434,2018-03-02 16:55:51.024885,2018-12-10 21:31:46.866885,283.5
user_10053,4629.459999999998,70,66.13514285714284,2018-12-07 01:52:03.528142,2019-05-11 03:59:06.146142,155.5
user_10054,2140.99,28,76.46392857142857,2018-07-16 21:07:12.050957,2019-03-29 19:53:25.162957,255.5
user_10055,778.0,29,26.82758620689655,2018-10-31 04:50:28.994334,2019-04-20 02:49:52.270334,170.5
user_10056,6608.799999999999,202,32.716831683168316,2018-10-23 17:09:13.524932,2019-05-11 13:30:34.150932,199.5
user_10057,698.94,8,87.3675,2019-04-18 02:34:35.794314,2019-05-07 10:02:56.123314,19.5
user_10058,1078.2100000000003,34,31.712058823529418,2018-12-19 11:50:13.305554,2019-05-11 14:09:56.959554,143.5
user_10059,1569.38,69,22.74463768115942,2018-09-21 07:50:15.125011,2019-05-09 20:16:51.156011,230.5
user_1006,1432.6000000000001,6,238.76666666666668,2018-12-07 02:56:32.242559,2019-03-23 22:14:34.471559,106.5
user_10060,16754.36000000004,507,33.04607495069042,2018-09-13 08:13:46.229374,2019-05-11 11:45:07.933374,240.5
user_10061,19.990000000000002,3,6.663333333333334,2018-10-02 10:55:24.254465,2018-10-16 21:51:04.604465,14.5
user_10062,4226.500000000002,167,25.308383233532943,2018-05-22 10:40:52.227626,2019-05-07 10:32:32.433626,349.5
user_10063,62.97,4,15.7425,2018-05-15 02:06:41.180375,2019-05-04 11:47:58.231375,354.5
user_10064,6073.190000000002,111,54.71342342342344,2018-10-07 07:56:49.697191,2019-05-07 23:10:15.422191,212.5
user_10065,6104.259999999996,341,17.90105571847506,2018-10-04 23:11:51.384646,2019-05-07 13:37:15.535646,214.5
user_10066,9702.149999999998,137,70.81861313868612,2018-08-25 21:02:33.080881,2019-05-08 05:45:17.738881,255.5
user_10067,3847.88,52,73.9976923076923,2018-06-12 11:18:15.710044,2019-04-24 02:27:14.219044,315.5
user_10068,5029.510000000002,137,36.71175182481753,2018-10-02 20:15:07.326587,2019-05-04 03:14:12.052587,213.5
user_10069,27922.759999999995,831,33.601395908543914,2018-01-27 08:09:59.254867,2019-05-11 13:57:24.116867,469.5
user_10070,8.95,1,8.95,2018-11-10 05:06:37.961182,2018-11-10 05:06:37.961182,0.5
user_10071,26726.80999999999,285,93.77828070175435,2018-05-09 04:43:06.166262,2019-05-09 06:06:51.694262,365.5
user_10072,27544.080000000005,577,47.73670710571925,2018-04-29 09:06:51.056048,2019-05-11 19:21:32.862048,377.5
user_10074,12282.060000000012,266,46.17315789473689,2018-02-01 05:14:42.603560,2019-01-09 03:00:32.934560,341.5
user_10075,15023.119999999995,550,27.31476363636363,2018-03-07 10:37:04.278933,2019-05-10 17:15:49.790933,429.5
user_10076,1361.6600000000003,53,25.691698113207554,2019-01-09 19:37:23.895953,2019-04-07 15:32:35.298953,87.5
user_10077,501.9500000000001,22,22.815909090909095,2018-10-09 03:32:33.636847,2019-04-16 07:25:19.159847,189.5
user_10078,4104.469999999999,20,205.22349999999997,2018-05-03 18:33:42.447081,2019-05-10 06:20:38.623081,371.5
user_1008,1832.7799999999993,94,19.497659574468077,2018-10-23 02:13:25.347572,2019-05-02 00:37:52.758572,190.5
user_10080,1959.5500000000004,39,50.244871794871806,2018-03-27 22:55:00.861478,2019-01-27 08:42:50.800478,305.5
user_10081,2061.9399999999996,88,23.43113636363636,2018-09-17 01:31:02.008873,2019-04-06 08:57:20.716873,201.5
user_10082,4928.560000000004,131,37.62259541984736,2018-01-20 04:20:53.434967,2019-05-04 02:27:57.298967,468.5
user_10083,6113.800000000001,92,66.45434782608697,2018-09-22 04:02:00.020410,2019-03-02 02:18:57.698410,160.5
user_10084,25.54,2,12.77,2019-02-19 16:48:32.884998,2019-03-10 08:26:32.254998,18.5
user_10085,2798.09,74,37.81202702702703,2018-11-09 17:06:16.006041,2019-05-12 02:34:52.549041,183.5
user_10086,516.0799999999999,58,8.897931034482758,2018-07-21 15:23:15.531659,2019-04-30 23:23:07.935659,283.5
user_10087,306.46000000000004,10,30.646000000000004,2018-10-17 15:11:40.582779,2019-05-02 06:58:34.357779,196.5
user_10088,899.6699999999998,44,20.44704545454545,2018-11-26 00:58:56.337442,2019-04-05 02:29:54.897442,130.5
user_10089,2672.849999999999,74,36.11959459459458,2018-09-17 08:04:22.563252,2019-04-02 10:19:27.628252,197.5
user_1009,3633.5800000000013,97,37.45958762886599,2018-11-27 18:17:47.118893,2019-05-09 02:54:00.953893,162.5
user_10090,4212.010000000002,132,31.909166666666682,2018-11-25 06:43:40.760743,2019-05-09 03:07:47.948743,164.5
user_10091,375.8500000000001,25,15.034000000000002,2018-12-07 15:03:19.285768,2019-05-02 06:34:48.778768,145.5
user_10092,8848.880000000008,172,51.446976744186095,2018-08-28 15:25:04.226522,2019-03-05 09:05:27.841522,188.5
user_10093,4141.42,61,67.89213114754098,2018-07-02 23:46:58.069245,2019-05-04 09:40:39.243245,305.5
user_10094,10342.58,321,32.2198753894081,2018-03-11 15:00:05.308493,2019-05-11 05:16:05.313493,425.5
user_10095,85.93999999999997,20,4.296999999999999,2018-06-10 09:06:44.829241,2018-07-12 04:20:45.397241,31.5
user_10096,409.03000000000003,12,34.08583333333333,2018-09-10 11:05:04.224309,2018-12-18 08:20:03.909309,98.5
user_10097,595.79,21,28.370952380952378,2018-04-06 11:48:02.298411,2018-08-04 10:50:10.348411,119.5
user_10098,2574.49,21,122.5947619047619,2018-07-01 10:02:02.894989,2019-04-24 04:24:32.879989,296.5
user_10099,2129.320000000001,135,15.77274074074075,2018-04-12 05:42:37.181901,2019-04-11 07:18:39.207901,364.5
user_101,14884.510000000004,206,72.25490291262138,2018-03-13 16:09:44.082609,2019-04-05 18:08:24.557609,388.5
user_1010,1030.27,35,29.436285714285713,2018-08-23 01:11:25.291969,2018-11-10 19:33:48.136969,79.5
user_10100,1672.8199999999995,33,50.691515151515134,2019-04-06 23:48:35.181729,2019-05-08 05:08:34.271729,31.5
user_10101,1825.7500000000002,80,22.821875000000002,2018-03-28 16:43:06.734027,2019-01-21 22:08:00.354027,299.5
user_10102,2929.8600000000033,224,13.079732142857157,2018-10-26 02:11:06.054169,2019-05-11 05:08:21.222169,197.5
user_10103,9131.949999999999,97,94.14381443298969,2018-07-19 02:01:18.146095,2019-05-10 23:19:29.776095,295.5
user_10104,8711.94,51,170.8223529411765,2018-03-22 15:23:34.172162,2019-05-07 01:10:57.611162,410.5
user_10105,1263.5600000000004,39,32.39897435897437,2019-01-09 20:18:42.866270,2019-04-26 05:07:39.079270,106.5
user_10106,24619.82,243,101.3161316872428,2018-11-13 12:58:46.002500,2019-05-09 21:11:44.932500,177.5
user_10107,23.259999999999998,10,2.3259999999999996,2019-04-21 23:24:06.456929,2019-05-02 22:58:01.016929,10.5
user_10108,5728.060000000001,113,50.690796460177005,2018-01-02 22:10:23.032565,2019-02-11 00:41:40.350565,404.5
user_10109,682.7300000000004,57,11.97771929824562,2018-03-09 08:13:49.871132,2019-03-10 03:48:32.218132,365.5
user_1011,36045.48999999997,261,138.10532567049796,2018-11-06 12:47:30.211961,2019-05-10 13:53:37.789961,185.5
user_10110,706.2000000000002,44,16.050000000000004,2018-12-10 09:51:24.303120,2019-04-22 03:04:56.692120,132.5
user_10111,2852.43,130,21.94176923076923,2018-08-02 21:05:14.198710,2019-04-29 06:19:34.671710,269.5
user_10112,1131.2,33,34.27878787878788,2019-02-25 22:49:45.576555,2019-03-29 10:30:16.128555,31.5
user_10113,8696.110000000008,272,31.970992647058853,2018-10-16 13:35:32.632807,2019-05-11 09:45:07.456807,206.5
user_10114,19428.960000000014,979,19.84572012257407,2018-04-13 06:33:31.382763,2019-05-05 05:48:48.376763,386.5
user_10115,3006.590000000002,171,17.582397660818724,2018-03-04 08:27:18.389901,2019-04-16 12:09:00.269901,408.5
user_10116,1560.8000000000004,50,31.216000000000008,2018-11-24 06:53:09.900727,2019-05-11 14:55:53.406727,168.5
user_10117,67.0,3,22.333333333333332,2018-12-10 01:59:08.553452,2019-02-21 10:07:12.363452,73.5
user_10118,8546.939999999995,374,22.85278074866309,2018-08-06 14:03:40.965955,2019-05-08 16:20:42.338955,275.5
user_10119,19.84,3,6.613333333333333,2018-08-22 08:51:49.879011,2018-08-22 09:02:27.277011,0.5
user_1012,10899.95,189,57.671693121693124,2018-09-04 07:51:35.986118,2019-05-11 15:48:48.231118,249.5
user_10120,182.22999999999996,12,15.18583333333333,2018-10-26 13:40:49.983765,2019-03-15 09:13:18.650765,139.5
user_10121,10.0,1,10.0,2018-06-09 04:38:05.145966,2018-06-09 04:38:05.145966,0.5
user_10122,203.5,4,50.875,2018-09-27 23:37:41.570154,2018-10-10 00:04:41.725154,12.5
user_10123,1887.3199999999997,19,99.33263157894736,2018-08-27 13:26:25.617878,2019-02-12 03:06:10.314878,168.5
user_10124,14.399999999999999,5,2.88,2018-07-13 14:34:59.921991,2018-07-28 08:57:47.649991,14.5
user_10125,2081.3299999999995,84,24.77773809523809,2018-06-30 17:15:16.432288,2019-05-12 12:53:14.530288,315.5
user_10126,1185.9200000000003,47,25.23234042553192,2018-06-24 11:08:27.153186,2019-04-24 09:55:05.303186,303.5
user_10127,8634.83,127,67.9907874015748,2018-03-15 06:29:51.464530,2019-05-08 02:34:44.353530,418.5
user_10128,8.51,1,8.51,2018-03-12 00:51:03.943544,2018-03-12 00:51:03.943544,0.5
user_10129,1438.4200000000008,177,8.12666666666667,2018-03-24 05:20:51.730781,2019-04-09 09:14:10.977781,381.5
user_1013,15376.269999999997,425,36.1794588235294,2018-05-31 12:01:11.599433,2019-04-25 14:29:58.820433,329.5
user_10130,2308.4,89,25.937078651685393,2018-08-27 12:35:46.825947,2019-05-11 00:32:16.150947,256.5
user_10131,1346.9600000000003,36,37.415555555555564,2018-03-11 17:27:46.669307,2018-09-19 18:20:30.124307,192.5
user_10132,3517.85,41,85.80121951219512,2018-03-07 03:18:16.040435,2019-05-04 15:49:43.973435,423.5
user_10133,10513.730000000003,202,52.0481683168317,2018-08-11 05:25:38.242495,2019-05-06 06:14:15.218495,268.5
user_10134,6596.359999999998,209,31.561531100478458,2018-08-15 00:42:15.670685,2019-05-06 12:01:43.694685,264.5
user_10135,21801.96,143,152.46125874125875,2018-04-07 10:35:49.449774,2019-05-11 15:08:13.072774,399.5
user_10136,7.75,3,2.5833333333333335,2018-09-15 00:32:37.984728,2018-11-09 04:16:41.626728,55.5
user_10137,491.90999999999997,9,54.656666666666666,2018-08-19 18:39:06.246608,2018-11-05 23:05:14.485608,78.5
user_10138,7174.920000000002,60,119.58200000000004,2018-06-18 14:17:17.808347,2019-03-13 23:32:43.556347,268.5
user_10139,67.23,1,67.23,2018-01-25 01:00:50.145690,2018-01-25 01:00:50.145690,0.5
user_1014,788.2599999999999,43,18.331627906976742,2018-08-28 05:57:54.092463,2019-04-03 04:49:05.563463,217.5
user_10140,62.91000000000001,8,7.863750000000001,2018-12-01 01:23:53.121199,2019-04-30 13:47:01.357199,150.5
user_10142,8.569999999999999,4,2.1424999999999996,2018-08-05 12:22:04.854884,2018-11-19 06:43:43.610884,105.5
user_10143,3296.1300000000015,52,63.38711538461541,2018-04-24 12:13:20.670441,2019-04-29 23:39:26.836441,370.5
user_10144,18016.759999999987,600,30.027933333333312,2018-06-08 06:24:55.868868,2019-05-11 20:06:07.947868,337.5
user_10145,16263.029999999993,175,92.93159999999996,2018-03-08 23:35:31.714725,2019-05-06 05:40:28.688725,423.5
user_10146,7469.110000000004,168,44.45898809523812,2018-04-06 10:48:59.078116,2019-02-26 10:57:53.623116,326.5
user_10147,9478.500000000016,606,15.641089108910919,2018-09-06 01:44:05.273517,2019-05-11 08:39:50.813517,247.5
user_10148,7369.590000000002,131,56.256412213740475,2018-07-24 18:59:44.554006,2019-04-15 18:59:09.492006,264.5
user_1015,273.66,7,39.09428571428572,2018-04-14 02:10:40.169483,2018-08-07 06:52:34.751483,115.5
user_10150,10286.869999999999,170,60.510999999999996,2018-10-03 19:10:44.280647,2019-05-06 11:09:52.100647,214.5
user_10152,31735.909999999967,876,36.22820776255704,2018-05-24 06:09:39.822845,2019-05-06 10:33:36.016845,347.5
user_10153,1017.7599999999998,24,42.40666666666666,2018-04-14 03:15:50.730310,2019-04-08 04:09:28.708310,359.5
user_10154,1580.400000000001,128,12.346875000000008,2018-08-19 10:19:59.448486,2019-01-31 07:12:42.989486,164.5
user_10155,240.84,18,13.38,2018-09-14 04:36:12.377860,2019-05-02 13:48:03.124860,230.5
user_10156,2143.76,125,17.150080000000003,2018-05-29 00:33:43.327160,2019-05-08 01:47:33.953160,344.5
user_10157,5979.209999999999,209,28.608660287081335,2018-08-20 05:22:32.335735,2019-05-09 00:11:54.513735,261.5
user_10158,224.97,5,44.994,2018-06-10 22:28:58.402856,2019-05-02 22:34:30.033856,326.5
user_10159,8.51,1,8.51,2018-11-28 00:31:23.446613,2018-11-28 00:31:23.446613,0.5
user_10160,1475.8500000000001,41,35.99634146341464,2018-06-05 17:56:15.421989,2018-07-08 22:43:40.857989,33.5
user_10161,4142.840000000002,179,23.144357541899453,2018-03-02 13:51:29.179437,2019-05-09 10:54:44.940437,432.5
user_10162,3896.5500000000006,41,95.0378048780488,2018-03-04 14:28:06.001861,2019-03-17 16:03:21.103861,378.5
user_10163,3987.100000000001,174,22.914367816091957,2018-04-28 12:56:57.367047,2019-05-09 09:24:37.734047,375.5
user_10164,345.53000000000003,3,115.17666666666668,2018-07-23 05:28:12.778892,2018-08-05 04:23:37.872892,12.5
user_10165,34.04,2,17.02,2018-11-09 12:08:30.499859,2018-11-09 13:13:28.536859,0.5
user_10166,4622.280000000001,60,77.03800000000001,2018-05-06 05:26:00.404149,2019-03-12 12:19:31.649149,310.5
user_10167,5186.549999999999,443,11.707787810383746,2018-05-02 12:59:16.735045,2019-05-11 05:08:25.728045,373.5
user_10169,519.15,3,173.04999999999998,2019-01-20 17:01:31.084084,2019-05-11 01:20:13.801084,110.5
user_1017,141124.40000000008,201,702.11144278607,2019-01-25 03:17:01.490724,2019-05-09 07:41:24.898724,104.5
user_10170,58528.16999999999,19,3080.4299999999994,2018-07-09 10:48:35.487590,2019-03-12 06:02:55.525590,245.5
user_10171,13580.97,53,256.24471698113206,2018-01-04 04:37:36.365739,2019-04-02 03:33:29.129739,452.5
user_10172,9228.140000000003,101,91.36772277227726,2018-02-13 19:01:57.397980,2019-05-06 17:37:03.116980,446.5
user_10173,8732.099999999995,354,24.666949152542358,2018-11-15 16:43:59.619618,2019-05-10 18:11:10.384618,176.5
user_10174,4145.280000000001,48,86.36000000000001,2018-08-11 06:50:34.335728,2019-05-09 22:02:14.407728,271.5
user_10175,20215.790000000005,234,86.39226495726497,2018-03-02 07:12:49.601496,2019-05-07 06:21:45.556496,430.5
user_10176,37686.970000000016,432,87.23835648148152,2018-01-17 02:01:49.101298,2019-05-09 15:36:14.775298,477.5
user_10177,7030.369999999999,117,60.08863247863247,2018-02-25 23:40:08.249721,2018-12-06 12:24:43.651721,283.5
user_10178,666.3000000000001,10,66.63000000000001,2018-07-20 23:16:53.723402,2019-04-25 16:57:29.406402,278.5
user_10179,3352.540000000002,75,44.700533333333354,2018-09-28 06:43:43.714303,2019-05-06 04:02:40.023303,219.5
user_1018,9.92,1,9.92,2018-11-27 23:49:09.519898,2018-11-27 23:49:09.519898,0.5
user_10180,2355.0800000000004,96,24.532083333333336,2018-02-25 08:27:54.030615,2019-04-20 12:12:57.050615,419.5
user_10181,39.72,1,39.72,2018-11-09 08:12:22.545353,2018-11-09 08:12:22.545353,0.5
user_10182,3636.9200000000033,95,38.283368421052664,2018-07-12 07:21:51.596403,2019-05-09 12:35:31.435403,301.5
user_10183,2875.499999999999,241,11.93153526970954,2018-03-17 05:41:01.194586,2019-04-19 17:20:06.156586,398.5
user_10184,5929.21,3,1976.4033333333334,2018-09-27 13:34:08.068271,2019-01-01 00:41:06.618271,95.5
user_10185,325.5,35,9.3,2018-12-21 17:55:05.820642,2019-04-18 12:43:43.429642,117.5
user_10186,7833.84,61,128.42360655737704,2018-11-28 19:43:22.619445,2019-05-11 00:05:39.097445,163.5
user_10187,15.6,6,2.6,2018-11-02 09:36:25.879278,2019-01-12 22:58:32.079278,71.5
user_10188,2378.39,29,82.01344827586206,2018-07-19 09:06:39.143350,2019-04-06 10:55:51.555350,261.5
user_10189,679.2700000000001,25,27.170800000000003,2018-07-22 19:05:30.902884,2018-12-23 17:51:54.793884,153.5
user_1019,7.96,2,3.98,2018-09-06 08:22:22.687496,2019-01-17 22:58:24.465496,133.5
user_10190,34.84,13,2.68,2018-10-12 03:25:37.996874,2019-02-20 07:55:49.802874,131.5
user_10191,3080.29,44,70.0065909090909,2018-07-09 21:13:07.863989,2019-04-11 23:24:08.958989,276.5
user_10192,2905.4800000000005,21,138.3561904761905,2018-10-21 02:12:15.453265,2019-05-01 13:44:12.962265,192.5
user_10193,481.82000000000005,43,11.205116279069768,2018-10-14 02:46:50.842488,2019-05-05 20:43:44.962488,203.5
user_10194,2624.3900000000003,29,90.49620689655174,2018-07-02 22:03:57.092955,2019-04-26 02:47:45.495955,297.5
user_10195,13841.90000000003,583,23.742538593482042,2018-10-17 11:40:37.143575,2019-05-11 10:50:17.600575,205.5
user_10196,52864.729999999785,1755,30.122353276353152,2018-07-21 18:43:35.350423,2019-05-12 00:22:28.144423,294.5
user_10197,14.19,11,1.29,2019-02-08 06:58:02.509612,2019-03-24 05:59:21.098612,43.5
user_10198,130.95,39,3.3576923076923073,2018-12-31 12:56:07.150760,2019-05-03 04:30:08.838760,122.5
user_10199,681.9500000000002,11,61.99545454545456,2018-11-06 10:57:14.187746,2018-12-03 05:01:38.798746,26.5
user_102,474.4700000000001,43,11.03418604651163,2018-07-09 10:29:54.254221,2019-05-02 10:53:44.793221,297.5
user_1020,2071.7699999999995,65,31.87338461538461,2018-08-13 00:56:03.539980,2019-03-15 23:18:25.077980,214.5
user_10200,288.87,6,48.145,2018-12-04 22:58:15.602303,2019-03-09 10:36:04.553303,94.5
user_10201,4149.7,303,13.695379537953794,2018-08-24 03:51:56.802258,2019-05-11 12:53:43.658258,260.5
user_10202,102.12,2,51.06,2018-11-15 06:55:14.618654,2018-11-15 07:01:51.737654,0.5
user_10203,134.83999999999997,20,6.741999999999999,2018-04-23 21:01:12.340284,2019-01-24 00:39:53.423284,275.5
user_10204,492.10999999999996,12,41.009166666666665,2018-12-18 09:58:20.899185,2019-05-09 09:57:30.668185,141.5
user_10205,28.799999999999997,4,7.199999999999999,2018-01-28 03:55:59.135450,2018-01-28 07:03:52.978450,0.5
user_10206,1767.79,7,252.54142857142855,2018-08-07 15:09:52.463450,2018-08-10 11:32:38.808450,2.5
user_10207,13500.009999999997,102,132.35303921568624,2018-03-12 08:31:32.281122,2019-04-21 02:35:58.944122,404.5
user_10208,1846.5800000000002,20,92.32900000000001,2018-01-17 03:56:22.998632,2018-03-12 09:06:21.985632,54.5
user_10209,14287.199999999999,289,49.436678200692036,2018-11-21 08:27:05.953278,2019-05-11 02:42:08.133278,170.5
user_1021,12110.859999999988,223,54.30878923766811,2018-09-05 04:18:43.577909,2019-05-10 14:39:22.168909,247.5
user_10210,3655.94,33,110.7860606060606,2018-08-22 16:44:16.405626,2019-05-04 23:31:39.422626,255.5
user_10211,11301.040000000005,438,25.80146118721462,2018-02-26 04:40:38.667159,2019-05-12 03:37:55.309159,439.5
user_10212,923.89,66,13.998333333333333,2018-03-02 01:41:30.437346,2019-04-30 06:13:55.190346,424.5
user_10213,5766.700000000003,269,21.437546468401496,2018-08-04 17:58:01.109146,2019-04-19 02:18:19.175146,257.5
user_10214,17177.840000000007,57,301.36561403508784,2018-07-25 16:36:44.067584,2018-08-30 08:43:02.850584,35.5
user_10215,2473.6999999999994,32,77.30312499999998,2018-11-18 15:52:17.426087,2019-03-29 19:27:47.121087,131.5
user_10216,453.14,28,16.18357142857143,2018-11-19 06:52:27.043629,2019-05-10 04:40:24.693629,171.5
user_10217,5392.830000000001,190,28.383315789473688,2018-07-14 08:16:31.590677,2019-05-10 13:52:27.017677,300.5
user_10218,307.00999999999993,27,11.370740740740738,2018-08-11 04:18:01.404805,2019-05-04 05:07:53.479805,266.5
user_10219,13905.87000000001,371,37.482129380053934,2018-11-03 04:20:07.682353,2019-05-11 02:15:04.114353,188.5
user_1022,2152.4900000000002,98,21.96418367346939,2018-10-12 10:32:56.463529,2019-05-05 21:26:25.041529,205.5
user_10220,85950.64999999995,117,734.6209401709398,2018-01-11 01:51:07.357149,2018-09-25 07:14:18.016149,257.5
user_10221,10.0,1,10.0,2018-10-10 15:46:20.439330,2018-10-10 15:46:20.439330,0.5
user_10222,8.72,1,8.72,2018-12-23 15:07:38.543680,2018-12-23 15:07:38.543680,0.5
user_10223,17.02,3,5.673333333333333,2018-10-31 04:51:53.143773,2018-11-24 05:44:35.975773,24.5
user_10224,8910.619999999995,214,41.63841121495325,2018-04-07 05:08:29.879147,2019-05-07 23:32:42.365147,395.5
